natureza_acidente,situacao,bairro,bairro_cruzamento,sentido_via,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,mao_direcao,divisao_via1,ano,mes,dia,dia_semana,vitima
COM VÍTIMA,FINALIZADA,ILHA DO LEITE,ILHA DO LEITE,CIDADE,QUEDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Faixa contínua,2021,11,18,3,0
SEM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,CIDADE,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,Única,Faixa seccionada,2020,1,14,1,0
COM VÍTIMA,FINALIZADA,SANTO AMARO,SANTO AMARO,Não informado,COLISÃO FRONTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Não informado,Dupla,Faixa seccionada,2021,6,2,2,0
COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,IMBIRIBEIRA,Não informado,COLISÃO COM CICLISTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Única,Canteiro central,2021,5,7,4,0
COM VÍTIMA,FINALIZADA,ESTÂNCIA,ESTÂNCIA,SUBURBIO,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,Dupla,Canteiro central,2020,9,23,2,0
COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,IMBIRIBEIRA,Não informado,COLISÃO FRONTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Esquina,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Não existe,2020,11,3,1,0
COM VÍTIMA,FINALIZADA,MADALENA,MADALENA,SUBURBIO,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Outras,Única,Faixa seccionada,2020,8,28,4,0
Não informado,FINALIZADA,IPSEP,IPSEP,CIDADE,COLISÃO TRASEIRA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Não existe,Não há placas,Dupla,Canteiro central,2022,5,15,6,1
Não informado,FINALIZADA,SANTO AMARO,SANTO AMARO,Não informado,COLISÃO LATERAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2022,11,29,1,1
Não informado,FINALIZADA,BOA VIAGEM,BOA VIAGEM,SUBURBIO,COLISÃO LATERAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,Única,Faixa seccionada,2022,11,21,0,1
SEM VÍTIMA,FINALIZADA,CAMPO GRANDE,CAMPO GRANDE,SUBURBIO,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Ilegível,Seca,Perfeito estado,Não existe,Outras,Dupla,Não existe,2020,1,10,4,0
COM VÍTIMA,FINALIZADA,CASA AMARELA,CASA AMARELA,SUBURBIO,ATROPELAMENTO DE PESSOA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,Dupla,Faixa seccionada,2021,10,5,1,0
COM VÍTIMA,FINALIZADA,CORDEIRO,CORDEIRO,CIDADE,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Esquina,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,Dupla,Faixa contínua,2020,1,8,2,0
SEM VÍTIMA,FINALIZADA,ESPINHEIRO,ESPINHEIRO,SUBURBIO,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Outras,Única,Não informado,2020,3,12,3,0
SEM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,Não informado,COLISÃO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Única,Faixa seccionada,2021,4,16,4,0
SEM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,SUBURBIO,ABALROAMENTO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Única,Faixa seccionada,2020,2,27,3,0
SEM VÍTIMA,FINALIZADA,DERBY,DERBY,OLINDA,COLISÃO LATERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,Dupla,Faixa seccionada,2021,1,23,5,0
Não informado,FINALIZADA,BOA VIAGEM,BOA VIAGEM,Não informado,COLISÃO TRANSVERSAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,Única,Não existe,2022,4,26,1,1
SEM VÍTIMA,FINALIZADA,TAMARINEIRA,TAMARINEIRA,Não informado,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,Dupla,Faixa seccionada,2020,2,19,2,0
COM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,CIDADE,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Não há placas,Única,Não informado,2020,1,2,3,0
Não informado,FINALIZADA,BOA VISTA,BOA VISTA,SUBURBIO,COLISÃO TRASEIRA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,Dupla,Canteiro central,2022,8,13,5,1
SEM VÍTIMA,CANCELADA,TORRE,TORRE,Não informado,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2020,2,6,3,0
COM VÍTIMA,FINALIZADA,ÁGUA FRIA,ÁGUA FRIA,CIDADE,COLISÃO COM CICLISTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,Dupla,Faixa contínua,2021,4,5,0,0
COM VÍTIMA,FINALIZADA,IPUTINGA,IPUTINGA,SUBURBIO,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Canteiro central,2020,6,18,3,0
Não informado,FINALIZADA,IPUTINGA,IPUTINGA,CIDADE,COLISÃO LATERAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Canteiro central,2022,4,18,0,1
COM VÍTIMA,FINALIZADA,CAMPO GRANDE,CAMPO GRANDE,SUBURBIO,COLISÃO FRONTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não informado,Dupla,Faixa seccionada,2020,10,4,6,0
COM VÍTIMA,CANCELADA,PINA,PINA,CIDADE,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2020,10,27,1,0
Não informado,CANCELADA,CAMPO GRANDE,CAMPO GRANDE,Não informado,COLISÃO FRONTAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2022,9,26,0,1
SEM VÍTIMA,FINALIZADA,TAMARINEIRA,TAMARINEIRA,Não informado,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,Não informado,Faixa contínua,2020,7,8,2,0
SEM VÍTIMA,FINALIZADA,VASCO DA GAMA,VASCO DA GAMA,SUBURBIO,CHOQUE VEÍCULO PARADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Ilegível,Seca,Mal iluminada,Não existe,Não há placas,Dupla,Não existe,2020,3,14,5,0
Não informado,FINALIZADA,BOA VISTA,BOA VISTA,CIDADE,COLISÃO TRANSVERSAL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cruzamento,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Faixa de retenção,"Placas ""Pare""",Não informado,Não existe,2022,3,26,5,0
COM VÍTIMA,FINALIZADA,MADALENA,MADALENA,CIDADE,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,Única,Canteiro central,2020,9,8,1,0
SEM VÍTIMA,FINALIZADA,SANTO AMARO,SANTO AMARO,Não informado,COLISÃO LATERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Não há placas,Dupla,Canteiro central,2021,1,12,1,0
SEM VÍTIMA,FINALIZADA,GRAÇAS,GRAÇAS,Não informado,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Esquina,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,Dupla,Faixa seccionada,2020,2,12,2,0
SEM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,SUBURBIO,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,Única,Não existe,2020,1,23,3,0
Não informado,FINALIZADA,HIPÓDROMO,HIPÓDROMO,Não informado,COLISÃO LATERAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Placas Pare,Dupla,Faixa seccionada,2022,11,24,3,1
SEM VÍTIMA,CANCELADA,CAXANGÁ,CAXANGÁ,Não informado,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2020,11,17,1,0
SEM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,CIDADE,CHOQUE OBJETO FIXO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Única,Faixa seccionada,2020,2,10,0,0
SEM VÍTIMA,CANCELADA,BOA VIAGEM,BOA VIAGEM,Não informado,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2020,3,5,3,0
SEM VÍTIMA,FINALIZADA,ESTÂNCIA,ESTÂNCIA,SUBURBIO,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,Dupla,Canteiro central,2020,1,10,4,0
Não informado,FINALIZADA,CAXANGÁ,CAXANGÁ,CIDADE,COLISÃO FRONTAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2022,8,3,2,1
COM VÍTIMA,FINALIZADA,CAMPO GRANDE,CAMPO GRANDE,Não informado,COLISÃO LATERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,Única,Não existe,2021,10,7,3,0
Não informado,FINALIZADA,JAQUEIRA,JAQUEIRA,SUBURBIO,COLISÃO TRASEIRA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,Dupla,Faixa contínua,2022,8,16,1,0
SEM VÍTIMA,EQUIPE EM DESLOCAMENTO,ARRUDA,ARRUDA,SUBURBIO,CHOQUE VEÍCULO PARADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não informado,Dupla,Canal,2020,11,7,5,0
Não informado,FINALIZADA,CASA AMARELA,CASA AMARELA,CIDADE,QUEDA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,Dupla,Faixa contínua,2022,2,23,2,1
SEM VÍTIMA,FINALIZADA,CORDEIRO,CORDEIRO,Não informado,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,Única,Faixa seccionada,2021,4,20,1,0
Não informado,FINALIZADA,SAN MARTIN,SAN MARTIN,Não informado,COLISÃO LATERAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Outros,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Outros,R-5a,Dupla,Não existe,2022,11,28,0,1
COM VÍTIMA,CANCELADA,IMBIRIBEIRA,IMBIRIBEIRA,Não informado,COLISÃO COM CICLISTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2021,1,6,2,0
COM VÍTIMA,FINALIZADA,DOIS IRMÃOS,DOIS IRMÃOS,Não informado,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Não existente,Seca,Mal conservada,Não existe,Outras,Dupla,Faixa seccionada,2021,10,2,5,0
SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,IMBIRIBEIRA,CIDADE,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,Dupla,Faixa contínua,2020,2,7,4,0
SEM VÍTIMA,FINALIZADA,IPSEP,IPSEP,Não informado,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,Única,Não existe,2020,6,29,0,0
Não informado,FINALIZADA,JORDÃO,JORDÃO,SUBURBIO,COLISÃO FRONTAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Não existe,2022,10,9,6,1
Não informado,FINALIZADA,CORDEIRO,CORDEIRO,CIDADE,COLISÃO FRONTAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,Única,Faixa seccionada,2022,8,24,2,1
SEM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,SUBURBIO,ABALROAMENTO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Placas Pare,Única,Faixa seccionada,2020,1,31,4,0
Não informado,CANCELADA,BOA VIAGEM,BOA VIAGEM,Não informado,COLISÃO TRASEIRA,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2022,5,30,0,0
Não informado,FINALIZADA,IMBIRIBEIRA,IMBIRIBEIRA,SUBURBIO,COLISÃO LATERAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Esquina,Bom,Sem defeito,Incompleta,Seca,Perfeito estado,Não informado,Outras,Dupla,Canteiro central,2022,8,31,2,1
Não informado,FINALIZADA,BOA VIAGEM,BOA VIAGEM,CIDADE,ATROPELAMENTO DE PESSOA,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,Única,Faixa seccionada,2022,6,27,0,0
COM VÍTIMA,FINALIZADA,CAMPO GRANDE,CAMPO GRANDE,CIDADE,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,Dupla,Faixa contínua,2021,5,15,5,0
COM VÍTIMA,CANCELADA,ARRUDA,ARRUDA,Não informado,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2020,12,9,2,0
COM VÍTIMA,FINALIZADA,PAISSANDU,PAISSANDU,SUBURBIO,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,R-26,Dupla,Faixa contínua,2021,9,23,3,0
SEM VÍTIMA,FINALIZADA,SÃO JOSÉ,SÃO JOSÉ,Não informado,ABALROAMENTO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,R-6a,Não informado,Faixa seccionada,2020,3,30,0,0
COM VÍTIMA,FINALIZADA,IBURA,IBURA,SUBURBIO,ABALROAMENTO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Esquina,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Canteiro central,2020,1,5,6,0
Não informado,FINALIZADA,VÁRZEA,VÁRZEA,SUBURBIO,COLISÃO LATERAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Não informado,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Faixa contínua,2022,4,1,4,1
Não informado,FINALIZADA,ENGENHO DO MEIO,ENGENHO DO MEIO,Não informado,COLISÃO LATERAL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2022,12,29,3,1
COM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,SUBURBIO,ABALROAMENTO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não informado,Única,Canteiro central,2020,8,20,3,0
SEM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,Não informado,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2021,1,26,1,0
COM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,SUBURBIO,ENGAVETAMENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,Única,Faixa contínua,2021,8,21,5,0
Não informado,FINALIZADA,DOIS IRMÃOS,DOIS IRMÃOS,CIDADE,CHOQUE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Faixa seccionada,2022,5,4,2,0
COM VÍTIMA,FINALIZADA,DOIS UNIDOS,DOIS UNIDOS,SUBURBIO,TOMBAMENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2020,7,7,1,0
COM VÍTIMA,FINALIZADA,SANTO ANTÔNIO,SANTO ANTÔNIO,Não informado,ABALROAMENTO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,Única,Faixa contínua,2020,11,27,4,0
Não informado,FINALIZADA,AFOGADOS,AFOGADOS,Não informado,ATROPELAMENTO DE PESSOA,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2022,9,19,0,1
COM VÍTIMA,FINALIZADA,ROSARINHO,ROSARINHO,SUBURBIO,COLISÃO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Outras,Dupla,Não informado,2021,4,10,5,0
Não informado,FINALIZADA,CASA AMARELA,CASA AMARELA,SUBURBIO,CHOQUE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Não informado,Faixa de pedestre,Outras,Dupla,Canteiro central,2022,8,26,4,0
SEM VÍTIMA,FINALIZADA,JARDIM SÃO PAULO,JARDIM SÃO PAULO,SUBURBIO,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Faixa de pedestre,Não há placas,Dupla,Faixa contínua,2020,11,24,1,0
COM VÍTIMA,FINALIZADA,MADALENA,MADALENA,SUBURBIO,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,Única,Faixa seccionada,2020,10,23,4,0
COM VÍTIMA,FINALIZADA,MADALENA,MADALENA,TORRE,CHOQUE VEÍCULO PARADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,Dupla,Faixa seccionada,2020,11,27,4,0
Não informado,FINALIZADA,MADALENA,MADALENA,CIDADE,COLISÃO TRANSVERSAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,Outras,Única,Faixa seccionada,2022,6,22,2,1
Não informado,FINALIZADA,BOA VIAGEM,BOA VIAGEM,Não informado,COLISÃO LATERAL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Esquina,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não informado,Única,Faixa seccionada,2022,6,13,0,0
COM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,SUBURBIO,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,Única,Faixa seccionada,2021,4,23,4,0
SEM VÍTIMA,FINALIZADA,CASA AMARELA,CASA AMARELA,SUBURBIO,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Não existe,2020,3,3,1,0
Não informado,FINALIZADA,BAIRRO DO RECIFE,BAIRRO DO RECIFE,SUBURBIO,COLISÃO TRASEIRA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,Dupla,Faixa seccionada,2022,6,25,5,0
COM VÍTIMA,FINALIZADA,BONGI,BONGI,SUBURBIO,CHOQUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,Dupla,Canteiro central,2021,10,14,3,0
COM VÍTIMA,FINALIZADA,TORRE,TORRE,SUBURBIO,COLISÃO LATERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Única,Faixa seccionada,2021,7,20,1,0
COM VÍTIMA,FINALIZADA,VÁRZEA,VÁRZEA,CIDADE,ABALROAMENTO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Incompleta,Seca,Perfeito estado,Agente,Não há placas,Única,Faixa contínua,2020,10,16,4,0
SEM VÍTIMA,FINALIZADA,PARNAMIRIM,PARNAMIRIM,SUBURBIO,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Única,Não existe,2020,2,20,3,0
Não informado,FINALIZADA,JOANA BEZERRA,JOANA BEZERRA,CIDADE,COLISÃO LATERAL,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,R-6a,Dupla,Não existe,2022,9,15,3,1
